base_lr,lr,data_time,grad_norm,loss,decode.loss_cls,decode.loss_mask,decode.loss_dice,decode.d0.loss_cls,decode.d0.loss_mask,decode.d0.loss_dice,decode.d1.loss_cls,decode.d1.loss_mask,decode.d1.loss_dice,decode.d2.loss_cls,decode.d2.loss_mask,decode.d2.loss_dice,decode.d3.loss_cls,decode.d3.loss_mask,decode.d3.loss_dice,decode.d4.loss_cls,decode.d4.loss_mask,decode.d4.loss_dice,decode.d5.loss_cls,decode.d5.loss_mask,decode.d5.loss_dice,decode.d6.loss_cls,decode.d6.loss_mask,decode.d6.loss_dice,decode.d7.loss_cls,decode.d7.loss_mask,decode.d7.loss_dice,decode.d8.loss_cls,decode.d8.loss_mask,decode.d8.loss_dice,time,iter,memory,step
9.938159578822545e-06,9.938159578822514e-07,0.01057887077331543,431.3791853427887,27.774771308898927,0.4074426035862416,1.052573125809431,1.0801382392644883,3.3499783277511597,0.988315524160862,1.0894355952739716,0.5116169140674174,0.9354051638394594,1.1258121758699418,0.46873473157174883,0.9372845537960529,1.0939129561185836,0.4064350294414908,0.9518415104597807,1.1033951312303543,0.4240910125663504,0.9661624263972044,1.0677801966667175,0.40198709522373977,0.9709706973284483,1.0750693559646607,0.40291545356158165,0.9969449769705534,1.0719048440456391,0.38848471990786493,0.9348828442394733,1.0968167543411256,0.439067773334682,0.9372481729835271,1.0981238603591919,1.3110249757766723,1100,8410,1100
9.9325304881167e-06,9.932530488116679e-07,0.01048126220703125,427.194229888916,25.704647135734557,0.33865558113902805,1.0262573055922986,1.007648119330406,3.2576030254364015,0.9023758921772241,0.9559213936328887,0.3199510875158012,1.0525107860565186,0.9947461813688279,0.30384751060046256,1.0425559479743243,0.9639504194259644,0.3261972206644714,1.0488381460309029,0.970464676618576,0.2979903415311128,0.9824819013476371,0.9553776919841767,0.3066830762196332,0.9796627290546894,0.966828066110611,0.27614709907211366,1.0223017159849406,0.9640174359083176,0.23687870423309504,0.9842854041606188,0.9391039192676545,0.31386324390769005,0.9798927001655102,0.9876107335090637,1.3109323501586914,1200,8407,1200
9.926901042922925e-06,9.926901042922924e-07,0.010628294944763184,365.3175217866898,29.195239472389222,0.331651363580022,1.205823738500476,1.1353226363658906,3.213339424133301,1.1339097023010254,1.1223159670829772,0.37798968446440995,1.2279944632202386,1.1324450224637985,0.33170004875864834,1.2322513919323683,1.1308802098035813,0.36622082148678603,1.224852202832699,1.1066865831613542,0.374088410125114,1.148350178822875,1.1035568803548812,0.33905899997334926,1.1666681762784719,1.1159319967031478,0.30632273498922585,1.142547332495451,1.0595044165849685,0.30805133329704404,1.1844802893698216,1.06044080555439,0.28769073309376836,1.21981606669724,1.10534787774086,1.3122198820114135,1300,8407,1300
9.921271242995504e-06,9.92127124299551e-07,0.010568475723266602,418.94804496765136,25.90331885814667,0.37133319084532557,0.9784942682832479,0.9412718176841736,3.1708782434463503,0.9740280389785767,0.9655942171812057,0.4007237841375172,1.0126069981604815,0.9758543491363525,0.38767723538912835,0.9594070818275213,0.9445823520421982,0.3972982473205775,0.9908080015331506,0.9646821796894074,0.39052648164797577,0.9678795952349901,0.9460532039403915,0.37867773133330046,0.9812366832047701,0.9489635467529297,0.3790379375685006,0.9646643865853548,0.9387368708848953,0.38043174385093154,0.9910131067037582,0.925355178117752,0.3569762192899361,0.9779435820877552,0.9405815660953522,1.3110887289047242,1400,8407,1400
9.915641088088395e-06,9.915641088088396e-07,0.010598874092102051,635.6575500488282,40.87837905883789,0.49973749220371244,1.6270945250988007,1.7227687060832977,3.1552730560302735,1.643016090989113,1.692146185040474,0.5867020457983017,1.7729031503200532,1.6709565967321396,0.5977285772562027,1.6076666235923767,1.6481939613819123,0.5692388415336609,1.5140884041786193,1.5927096396684646,0.586816343665123,1.4789051294326783,1.5976179003715516,0.5373771846294403,1.5663101017475127,1.6197962671518327,0.5676474720239639,1.6354458570480346,1.6343508392572403,0.49391133785247804,1.6962354898452758,1.737223607301712,0.5319715529680252,1.6025355219841004,1.6920110195875169,1.3114249944686889,1500,8410,1500
9.910010577955248e-06,9.910010577955245e-07,0.010563063621520995,473.65911026000975,38.19331426620484,0.5291666304692626,1.4601171262562276,1.4969856113195419,3.1275656700134276,1.605563510209322,1.5166331261396409,0.5494861856102944,1.5294191144406795,1.4894940674304962,0.5819511845707893,1.5258445210754872,1.4387293428182601,0.5924422211945057,1.5503896426409483,1.4486453056335449,0.5718450946733356,1.5715340942144393,1.4713387370109559,0.5879932779818773,1.515569158643484,1.4980415254831314,0.5893981192260981,1.5084922216832637,1.4502952694892883,0.54850915633142,1.4508690357208252,1.472214365005493,0.5432649781927467,1.5012634091079236,1.4702511727809906,1.313037919998169,1600,8407,1600
9.904379712349358e-06,9.90437971234935e-07,0.01067817211151123,734.2688831806183,23.479762291908266,0.2811914126621559,0.9543344058096409,0.8424654424190521,3.0350910663604735,0.9307516772300005,0.9086642771959305,0.27316780500113963,0.9305215608328581,0.8939770281314849,0.24512638205196707,0.9399052381515502,0.839692696928978,0.2413234154228121,1.0169955004006623,0.8382191568613052,0.23371157824294642,0.9368789054453373,0.826482406258583,0.2503515978110954,0.946530007943511,0.8530376493930817,0.2910666242940351,0.9377702962607145,0.8479018121957779,0.28144926256500186,1.0035438787192106,0.8195744544267655,0.29551181743154303,0.9544176764786243,0.8301076710224151,1.3142425298690796,1700,8407,1700
9.898748491023699e-06,9.898748491023681e-07,0.01062774658203125,713.8063135147095,36.27127606868744,0.5896312547847629,1.5171636067330838,1.294245657324791,3.044259023666382,1.4238448686897756,1.3196520119905473,0.6771423315629364,1.4940648280084132,1.2397707253694534,0.6263870944036171,1.4673337645828723,1.2655087113380432,0.6985773405758664,1.4420791167765856,1.2389894157648087,0.6458525347756222,1.5612116325646639,1.2748721599578858,0.6248912522802129,1.5384401984512805,1.26537127494812,0.6077629229752347,1.5445663325488568,1.2288765996694564,0.5709234054898843,1.522296179458499,1.2498445421457292,0.5620631633908488,1.5102117538452149,1.2254404127597809,1.3134697437286378,1800,8419,1800
9.893116913730924e-06,9.89311691373091e-07,0.010647749900817871,804.4193756103516,44.92939643859863,0.8510862529277802,1.8845920771360398,1.5058098673820495,3.063958024978638,1.7709886342287064,1.61801837682724,0.8996677875518799,1.9282041370868683,1.5652045905590057,0.9461170554161071,1.8736985325813293,1.5212057411670685,0.9223734185099601,1.8711888819932938,1.4993578910827636,0.9462268084287644,1.8703663140535354,1.4795583069324494,0.9529156416654587,1.9158503532409668,1.4865868747234345,0.9108770847320556,1.775815498828888,1.4571801126003265,0.802955424785614,1.8570185393095016,1.5848063945770263,0.8983559399843216,1.7714698016643524,1.4979423105716705,1.317343044281006,1900,8407,1900
9.887484980223365e-06,9.887484980223355e-07,0.01058650016784668,1233.300133395195,34.69408695697784,0.6766807032807265,1.4621831431984902,1.2148630708456039,2.930891919136047,1.210587529093027,1.27668254673481,0.5940071072429418,1.3960533414036036,1.1845697075128556,0.6896608023904264,1.3478325001895428,1.1971265584230424,0.6513432984007522,1.4391998048871755,1.2056592524051666,0.6613800048595294,1.4647604778409005,1.213661301136017,0.6086034572101198,1.4349926766008139,1.1850872457027435,0.5298607780016027,1.4709795292466878,1.175860843062401,0.5951020489679649,1.426158219575882,1.1778510332107544,0.6469590859254822,1.421740036085248,1.2037475287914277,1.3163651943206787,2000,8410,2000
9.88185269025302e-06,9.881852690252998e-07,0.010580682754516601,544.9569419384003,35.753524208068846,0.7060565284918994,1.2319275848567486,1.4536728978157043,2.900468897819519,1.247607174143195,1.385854223370552,0.6657369528897107,1.2489455450326203,1.4527123153209687,0.6966525403782725,1.2536505606025456,1.4417843371629715,0.6800885829143226,1.2168678645044566,1.3840738832950592,0.6811181394150481,1.2459168314933777,1.3788514137268066,0.7328843137715012,1.235192898288369,1.4068053036928176,0.6903928766958416,1.287576712667942,1.444455349445343,0.6710691480897367,1.2342363260686398,1.4133112490177155,0.691074300580658,1.2336749732494354,1.4408647269010544,1.3165588617324828,2100,8407,2100
9.876220043571527e-06,9.876220043571509e-07,0.010577392578125,566.0988880157471,32.15374433994293,0.7518841288983822,1.3480652790516614,1.0634824544191361,2.8512428522109987,1.233475561067462,1.0437820106744766,0.7067831597989425,1.224315419793129,1.0279665857553482,0.8122332841623574,1.2096618469804525,0.9327506870031357,0.7472644009161741,1.1857555996626616,0.9642218261957168,0.7305274019599892,1.2310360338538886,0.9896626114845276,0.7397272702888585,1.2739112444221974,0.980049404501915,0.6715465231449343,1.2708098329603672,0.9953721046447754,0.6821268263738602,1.317138033360243,1.0854611992835999,0.7298432200099342,1.3050653595477342,1.0485829949378966,1.3160293817520141,2200,8407,2200
9.870587039930249e-06,9.870587039930227e-07,0.010627055168151855,492.5350791931152,29.869668316841125,0.43830376509577035,1.350232471525669,0.892883762717247,2.813088226318359,1.3448284573853015,0.9863273561000824,0.5487173341447488,1.3759235501289369,0.9297833144664764,0.5893387694726698,1.3458049658685922,0.9285837113857269,0.5279902456793935,1.3673575699329377,0.9052720010280609,0.47334032704820855,1.3740463633090259,0.8798681557178497,0.4699342363979667,1.3221156504005194,0.9077313810586929,0.46399606252089143,1.3621465250849725,0.9181742280721664,0.4361505198176019,1.3855229802429676,0.8719268202781677,0.42981810054043307,1.34712565690279,0.8833345115184784,1.31752769947052,2300,8410,2300
9.864953679080179e-06,9.864953679080153e-07,0.010602974891662597,1140.1155482292174,40.176017594337466,0.7854408875922673,1.689831093326211,1.3590422421693802,2.807206082344055,1.6443884380161762,1.3588909476995468,0.8056253212969751,1.682369876652956,1.321374386548996,0.7791518165264278,1.7384642276912927,1.306930923461914,0.7958596034673974,1.7397761583328246,1.3409005582332612,0.7968475426081568,1.6818821154534818,1.3258780926465987,0.7791315882699564,1.6743981346488,1.3059289544820785,0.8372091025928967,1.6941382326185703,1.2864298701286316,0.7751960810041055,1.6983171328902245,1.3249371558427812,0.7889052631333471,1.7207327790558338,1.330834287405014,1.3155575752258302,2400,8419,2400
9.859319960771994e-06,9.859319960771958e-07,0.01065669059753418,432.5329102277756,23.08839476108551,0.46677668497432023,0.9516439203172922,0.6978484630584717,2.6915346145629884,0.9410418152809144,0.6953300178050995,0.415091679780744,0.9193116441369057,0.6869707822799682,0.313720226904843,1.1897264759987594,0.6734123200178146,0.42682770557003097,0.9568315967917442,0.6633888721466065,0.4229210644494742,0.9003508653491735,0.6641977041959762,0.4826506853569299,0.9184245653450489,0.6799102842807769,0.39266369114629923,1.1895810272544622,0.6473651438951492,0.4716339464765042,0.9132647786289454,0.6494096606969834,0.4904168024950195,0.8963211636990309,0.6798254668712616,1.3164134263992309,2500,8410,2500
9.85368588475602e-06,9.853685884755987e-07,0.01061244010925293,519.9355924844742,36.33178925514221,0.6043261622777208,1.678835206478834,1.3113487839698792,2.7177138328552246,1.4659888599067927,1.2983198761940002,0.7225742695387453,1.46529251486063,1.2464293926954269,0.7208076538750902,1.4635775528848172,1.172506394982338,0.6539002952049486,1.4864713195711374,1.2699720442295075,0.6506310968892649,1.483051585406065,1.2193216770887374,0.6419020498928149,1.4701115038245915,1.2667037814855575,0.65817685246584,1.4709578420966865,1.3104549765586853,0.6595817089139018,1.480200505256653,1.300576740503311,0.6498221812595147,1.5045566700398922,1.2876737296581269,1.3308426141738892,2600,8407,2600
9.848051450782279e-06,9.84805145078225e-07,0.010642743110656739,690.4886403083801,34.50465686321259,0.5563528477214277,1.3668291375041008,1.2910119771957398,2.64400897026062,1.426996075361967,1.3211750239133835,0.5873490946600214,1.3893411494791508,1.290067258477211,0.6306374920764938,1.434196027740836,1.264120516180992,0.5448336789850146,1.3669842932373286,1.2724322617053985,0.598919590888545,1.37822691090405,1.2839190065860748,0.57865273214411,1.3601310592144729,1.2639430433511734,0.610296213068068,1.3729652170091868,1.2863327652215957,0.545331772544887,1.4153354302048684,1.2879766792058944,0.5256836354732514,1.354353455454111,1.2562535554170609,1.3152133703231812,2700,8407,2700
9.842416658600427e-06,9.842416658600405e-07,0.010771226882934571,379.30885860919955,15.261073422431945,0.23110791852232068,0.5901202216744423,0.433544734120369,2.5498442888259887,0.5793662566691637,0.44366357624530794,0.25690896504092964,0.662395841255784,0.44342389404773713,0.2547495766077191,0.600260978937149,0.455280128121376,0.24797258065082134,0.6360726065933704,0.43468296229839326,0.2433079995389562,0.6086569491773843,0.4251284509897232,0.24116521200048738,0.5972474716603756,0.42540006041526796,0.24145365848671646,0.5870553780347109,0.427298903465271,0.2277245699253399,0.6236395839601755,0.4649336040019989,0.24043989393976517,0.629858648404479,0.4583682268857956,1.3166154861450194,2800,8407,2800
9.836781507959807e-06,9.836781507959792e-07,0.010711145401000977,723.0000381469727,30.53677878379822,0.42758850399404763,1.2242418758571147,1.1700959771871566,2.574441409111023,1.2677812963724135,1.2531275570392608,0.5305751867592334,1.217654114216566,1.1534316420555115,0.44779499545693396,1.2163238510489465,1.1672829329967498,0.39036293476819994,1.2633883006870748,1.1728882610797882,0.34866216201335193,1.2967801839113235,1.1745438694953918,0.35076169986277816,1.2554967746138572,1.1961019396781922,0.3857748365029693,1.2307174637913705,1.1407431840896607,0.3970411313697696,1.2342773616313933,1.154918012022972,0.4682619981467724,1.2393876694142818,1.1863311946392059,1.3164334535598754,2900,8407,2900
9.831145998609428e-06,9.831145998609413e-07,0.010630249977111816,318.6381621360779,24.24903380870819,0.3560865638020914,0.8741126921027899,0.9519591242074966,2.5011486053466796,0.8918911885470152,0.9454892843961715,0.40104590815026314,0.8600373163819313,0.9342871367931366,0.34015921463724225,0.8583112169057131,0.9337129086256027,0.3649498377460986,0.8757683619856834,0.9594398945569992,0.37473800739389845,0.9032760411500931,0.9777793139219284,0.32635537356254646,0.9213842991739511,0.9518519580364228,0.37232363716466355,0.9091718100011349,0.9769972026348114,0.3717239339370281,0.9191961925476789,0.9389625132083893,0.3741063882771414,0.9357310313731432,0.9470359176397324,1.3179123163223267,3000,8410,3000
9.825510130297943e-06,9.825510130297935e-07,0.010658168792724609,1789.562238574028,31.536676597595214,0.470547239962616,1.4458312820643187,1.0206270217895508,2.515789747238159,1.3995552975684404,1.124173530936241,0.5522416525403969,1.3533050891011953,1.0302916586399078,0.47586860436131245,1.4657007459551097,0.9931847959756851,0.48123867307440377,1.4712159123271704,1.080951052904129,0.45089012575917875,1.4058002263307572,1.0329751133918763,0.48991874951752834,1.4158787470310927,1.0176122397184373,0.4652977649413515,1.455522183701396,1.026203802227974,0.47757123968331144,1.4273243587464095,1.052123549580574,0.4696112706558779,1.4136843096464873,1.0557396084070205,1.3175297498703002,3100,8407,3100
9.819873902773704e-06,9.81987390277369e-07,0.010596632957458496,499.31485247612,33.8099203824997,0.6470927123446018,1.380404069274664,1.238021856546402,2.4609180450439454,1.209249022975564,1.2450587809085847,0.5862782643176615,1.416921467334032,1.215024960041046,0.6069164690910839,1.4176876027137042,1.2092782735824585,0.521859098772984,1.3883795887231827,1.209210103750229,0.6010557390400209,1.3977754909545184,1.2185337662696838,0.618075164948823,1.3967799346894025,1.2565822690725326,0.6035155005403794,1.390316116809845,1.2185862183570861,0.5870671073091216,1.3792613234370947,1.2211731106042862,0.5916400542482734,1.357541448622942,1.2197165787220001,1.3164984703063964,3200,8407,3200
9.814237315784679e-06,9.814237315784672e-07,0.010753870010375977,899.7057722330094,25.099258375167846,0.44596302636782637,0.9356956351548433,0.8933143228292465,2.385348320007324,0.9842345092445612,0.8742515355348587,0.41659718215232716,1.0309295561164618,0.9046316146850586,0.4068017882294953,1.0213360492140056,0.8686491698026657,0.3956781063287053,1.060732426866889,0.9237718433141708,0.4056916934903711,1.0373288091272115,0.8792563259601593,0.3683228910784237,1.0087331481277944,0.9265929639339447,0.3721799370832741,0.9977550074458122,0.9127438783645629,0.4162217338278424,0.9802987441420555,0.9265334457159042,0.43231885993736796,0.9808571625500917,0.9064889848232269,1.3147223472595215,3300,8407,3300
9.80860036907853e-06,9.80860036907853e-07,0.010700249671936035,430.90194592475893,23.875465178489684,0.5531609937926987,0.8209014061838389,0.8141591608524322,2.3547958612442015,0.8664283011108637,0.8651189833879471,0.5474290187819861,0.8405669808387757,0.8861290276050567,0.5491085513494909,0.8661548361182213,0.8489216268062592,0.5181540681747719,0.8843137174844742,0.7965096682310104,0.5429493772157002,0.827885254099965,0.8449800193309784,0.515248866303591,0.8321792379021644,0.8096856713294983,0.5532091619388666,0.8026441488415003,0.839139211177826,0.5172189297387376,0.804533102363348,0.8309291988611222,0.5488178484491073,0.8138356264680624,0.7803566336631775,1.3167767763137816,3400,8407,3400
9.802963062402602e-06,9.802963062402597e-07,0.01064004898071289,577.3308222293854,33.761632800102234,0.8965480575570837,1.2097900453954935,1.1110460937023163,2.336350417137146,1.0882177233695984,1.1182243704795838,0.8340351149672642,1.330162302404642,1.1045267969369887,0.8025114041054622,1.3509287748485803,1.1704346299171449,0.8332188373198732,1.3004706215113402,1.101079073548317,0.8056741554755718,1.3606388881802558,1.1285061180591582,0.7052616907283664,1.3935424506664276,1.1072585821151733,0.7439447971992195,1.347392688691616,1.110102429986,0.8081766595481895,1.2496424566954374,1.1053811967372895,0.8555728154955432,1.3227873649448156,1.130205437541008,1.3174547672271728,3500,8407,3500
9.797325395503834e-06,9.79732539550384e-07,0.010634994506835938,571.1047373056412,32.72676093578339,0.6993425829685294,1.1182491827756167,1.2092467248439789,2.333260202407837,1.1700957044959068,1.2930759072303772,0.7177637549117207,1.1531900327652693,1.27508904337883,0.7525841848924756,1.1720088705420495,1.2681150406599044,0.7193842877866701,1.1850156795233489,1.2295771896839143,0.7130031690117903,1.1835997987538576,1.2184978902339936,0.7490565435378812,1.1198880400508642,1.2363958686590195,0.6963329795398749,1.1662739526480437,1.2470364928245545,0.6666125925141386,1.172663516178727,1.2221770256757736,0.642960401903838,1.1642588526010513,1.232005590200424,1.3232585668563843,3600,8407,3600
9.791687368128887e-06,9.791687368128897e-07,0.010692405700683593,419.89732711315156,25.228375673294067,0.5957960527506657,0.9993896100670099,0.9568025499582291,2.284640884399414,0.8069254532456398,0.894830721616745,0.5460059136152268,0.9139808975160122,0.9067606031894684,0.5320578336832114,0.913969598710537,0.7963036566972732,0.5124962637433782,0.8867933578789234,0.9252106189727783,0.49688191718305463,0.8968384087085723,0.8431625008583069,0.5638700908049941,0.9270001988857984,0.8829542100429535,0.5499516863783356,0.9220276780426502,0.9080762803554535,0.5892430690815672,0.9489839151501656,0.8296303927898407,0.6020707531250082,0.9525803010910749,0.8431401908397674,1.3180389642715453,3700,8407,3700
9.786048980024039e-06,9.78604898002405e-07,0.010639071464538574,532.0847914695739,27.645059537887573,0.5931830586196156,1.2424951646476985,0.7638179957866669,2.2534285306930544,1.2313362386077642,0.8046718686819077,0.612176970532164,1.2022018291056156,0.7817177325487137,0.6688203260418959,1.1430822197347879,0.7887829661369323,0.6666608525265474,1.0997753228992224,0.7938860714435577,0.6415625618537888,1.239247278124094,0.7712136924266815,0.6523643916589208,1.2024529177695513,0.7443734675645828,0.6508280747802928,1.138484388589859,0.7593969285488129,0.6585345896950457,1.198213617503643,0.814263540506363,0.6019362713792361,1.16733488291502,0.7588153183460236,1.3173523664474487,3800,8410,3800
9.78041023093528e-06,9.780410230935292e-07,0.010718798637390137,325.20724375247954,18.99511775970459,0.3151684377226047,0.6560300894081592,0.7538685172796249,2.1501996994018553,0.6293113093823195,0.8243766665458679,0.33721455654595045,0.6421884082257747,0.7736114919185638,0.27337953058304265,0.6583472713828087,0.7347151011228561,0.27088500836398455,0.644203083962202,0.7143081456422806,0.2391847689403221,0.6662259753793478,0.7601042449474334,0.2548668809584342,0.7118708394467831,0.7695966392755509,0.23654972661170176,0.694099759310484,0.7739454001188278,0.24755962673807516,0.7176460102200508,0.7788470208644866,0.26310236818972044,0.7096970718353987,0.7940139532089233,1.3176855564117431,3900,8410,3900
9.774771120608199e-06,9.774771120608207e-07,0.010741329193115235,508.0002375841141,24.680752873420715,0.5170472816767869,0.8561596151441335,0.8943324714899064,2.1382617950439453,0.8556252863258124,1.023983246088028,0.5510668242175598,0.8636261273175478,0.9401202440261841,0.5112649161717855,0.8426176518201828,0.9514492332935334,0.5128192619216861,0.8635635647922755,0.9309069633483886,0.4871994431974599,0.8475303884595633,1.0118735551834106,0.5016223925224039,0.8449966613203287,0.9737955808639527,0.46675925914023536,0.8494581691920757,0.9203427255153656,0.4958045525214402,0.8397421430796385,0.9309862345457077,0.4780476506712148,0.8479962024837733,0.9317538261413574,1.3182804822921752,4000,8407,4000
